-570;66;244;1709230126833;World
-570;66;243;1709230115244;World
-570;66;242;1709224116159;World
-570;66;241;1709224115281;World
-570;66;240;1709224114678;World
-570;66;239;1709224114241;World
-570;66;238;1709224113864;World
-570;66;237;1709215550605;World
-570;66;249;1709215542960;World
-570;66;248;1709230125505;World
-564;62;237;1709213831977;World
-570;66;247;1709230125733;World
-570;66;246;1709230131349;World
-562;66;237;1709224142095;World
-570;66;245;1709230127786;World
-570;66;260;1709224098085;World
-564;62;249;1709214087875;World
-570;66;259;1709224096568;World
-570;66;258;1709224095213;World
-570;66;257;1709224094645;World
-562;66;249;1709224286254;World
-566;74;261;1709231087621;World
-570;66;256;1709224093879;World
-570;66;255;1709215536348;World
-564;62;243;1709214085159;World
-570;67;237;1709229752281;World
-570;66;267;1709215528562;World
-569;69;237;1709230468250;World
-570;66;266;1709224091067;World
-569;68;267;1709230315944;World
-564;62;255;1709214090557;World
-570;66;265;1709224091545;World
-568;70;267;1709229790382;World
-570;66;264;1709224090218;World
-570;66;263;1709224089725;World
-562;66;255;1709224185022;World
-570;66;262;1709224089172;World
-570;66;261;1709215532278;World
-562;66;267;1709224064522;World
-570;67;243;1709230129282;World
-564;62;261;1709214098071;World
-564;63;243;1709215598234;World
-564;63;237;1709215553154;World
-564;62;267;1709214100124;World
-570;67;261;1709229737787;World
-564;63;249;1709215594636;World
-570;68;237;1709229752881;World
-570;67;267;1709229734487;World
-569;70;237;1709229816072;World
-569;69;267;1709230351494;World
-564;63;255;1709215581006;World
-564;63;267;1709215522561;World
-563;66;237;1709224141485;World
-570;68;243;1709230129531;World
-564;63;261;1709215577075;World
-564;64;243;1709215598834;World
-564;64;237;1709215553567;World
-570;68;261;1709229738386;World
-564;64;249;1709215595077;World
-563;66;249;1709224285919;World
-567;74;261;1709231086177;World
-570;69;237;1709229753285;World
-570;68;267;1709229735085;World
-569;70;267;1709229785867;World
-564;64;255;1709215581419;World
-563;66;255;1709224185944;World
-564;65;237;1709215554150;World
-564;64;267;1709215523163;World
-563;66;267;1709224063980;World
-570;69;243;1709230130287;World
-564;64;261;1709215577621;World
-564;65;243;1709215599254;World
-570;69;261;1709229738785;World
-564;65;249;1709215595686;World
-564;65;261;1709215578024;World
-570;70;240;1709229813575;World
-570;70;239;1709229812344;World
-570;70;238;1709229810544;World
-570;70;237;1709229753896;World
-570;69;267;1709229735487;World
-570;70;236;1709230837423;World
-564;65;255;1709215582000;World
-564;66;238;1709224208415;World
-570;70;248;1709230120188;World
-564;66;237;1709215554554;World
-570;70;247;1709230120446;World
-564;65;267;1709215523563;World
-570;70;246;1709230118771;World
-570;70;245;1709230117420;World
-570;70;244;1709230116794;World
-570;70;243;1709229749930;World
-570;70;242;1709229814345;World
-570;70;241;1709229814693;World
-564;66;246;1709224205368;World
-570;70;256;1709229796629;World
-564;66;245;1709224204897;World
-570;70;255;1709229742836;World
-564;66;244;1709224204497;World
-564;66;243;1709215599873;World
-564;66;242;1709224210182;World
-564;66;241;1709224210716;World
-564;66;240;1709224211479;World
-564;66;239;1709224209063;World
-570;70;249;1709229746684;World
-570;70;264;1709229793228;World
-558;62;243;1709214070196;World
-570;70;263;1709229792783;World
-570;70;262;1709229792533;World
-570;70;261;1709229739388;World
-570;70;260;1709229798030;World
-564;66;249;1709215596151;World
-570;70;259;1709229798582;World
-568;74;261;1709231085876;World
-564;66;248;1709224206068;World
-570;70;258;1709229797030;World
-558;62;237;1709213800062;World
-564;66;247;1709224206477;World
-570;70;257;1709229796829;World
-564;66;262;1709224192869;World
-564;66;261;1709215578640;World
-564;66;260;1709224196480;World
-558;62;249;1709214065956;World
-564;66;259;1709224195771;World
-564;66;258;1709224195167;World
-570;70;268;1709230883494;World
-564;66;257;1709224194719;World
-570;70;267;1709229736098;World
-564;66;256;1709224194385;World
-570;70;266;1709229793913;World
-564;66;255;1709215582375;World
-570;70;265;1709229794730;World
-570;71;249;1709231061782;World
-564;67;237;1709229755381;World
-564;66;267;1709215524160;World
-564;66;266;1709224190226;World
-558;62;255;1709214061015;World
-564;66;265;1709224190623;World
